label,mean_weed_prob,pixel_count,area_m2,area_ha,zone,usage_L
1,0.1818564236164093,2168,5.420000000000001,0.0005420000000000001,Zona Rossa,0.0008130000000000001
2,0.280259907245636,1976,4.940000000000001,0.0004940000000000001,Zona Rossa,0.0007410000000000001
3,0.05350950360298157,1864,4.660000000000001,0.0004660000000000001,Zona Gialla,0.0003495000000000001
4,0.22906526923179626,1889,4.722500000000001,0.0004722500000000001,Zona Rossa,0.0007083750000000002
5,0.037185005843639374,2358,5.895000000000001,0.0005895000000000002,Zona Gialla,0.00044212500000000014
6,0.23003271222114563,2299,5.747500000000001,0.0005747500000000002,Zona Rossa,0.0008621250000000003
7,0.09750069677829742,1924,4.8100000000000005,0.00048100000000000004,Zona Blu,0.0005772000000000002
8,0.012597765773534775,2395,5.987500000000002,0.0005987500000000001,Zona Verde,0.0
9,0.33982110023498535,2700,6.750000000000001,0.000675,Zona Rossa,0.0010125
10,0.23568189144134521,2103,5.257500000000001,0.0005257500000000001,Zona Rossa,0.000788625
11,0.09139703214168549,1917,4.792500000000001,0.00047925000000000013,Zona Blu,0.0005751000000000003
12,0.05341123789548874,1873,4.682500000000001,0.0004682500000000001,Zona Gialla,0.00035118750000000005
13,0.05695393308997154,1762,4.405000000000001,0.00044050000000000014,Zona Gialla,0.0003303750000000001
14,0.06421356648206711,1683,4.2075000000000005,0.00042075000000000006,Zona Gialla,0.00031556250000000003
15,0.07259929925203323,1847,4.617500000000001,0.0004617500000000001,Zona Blu,0.0005541000000000002
16,0.05769149214029312,1588,3.9700000000000006,0.00039700000000000005,Zona Gialla,0.00029775000000000005
17,0.1740487813949585,2459,6.147500000000001,0.0006147500000000001,Zona Rossa,0.0009221250000000001
18,0.11294419318437576,2124,5.310000000000001,0.0005310000000000001,Zona Rossa,0.0007965000000000001
19,0.127047598361969,1867,4.667500000000001,0.00046675000000000015,Zona Rossa,0.0007001250000000002
